,Freq,Real,Imag
0,1000000.0,10.352530168548398,-0.17178255474495605
1,794328.2347242822,10.355372623808831,-0.2267776707960204
2,630957.3444801943,10.359847752784958,-0.29361563371299637
3,501187.2336272725,10.366868633453514,-0.3756345852352887
4,398107.17055349774,10.377827152335737,-0.476782138930487
5,316227.7660168379,10.394808043761351,-0.6016624968992293
6,251188.6431509582,10.42086023758152,-0.7555052578077899
7,199526.2314968883,10.460301913692662,-0.9439976398575305
8,158489.3192461114,10.518984768317928,-1.1729115771889311
9,125892.54117941688,10.604356602798658,-1.4474868095462523
10,100000.0,10.725068476842871,-1.7716594290193721
11,79432.82347242821,10.889888001997019,-2.147488907163099
12,63095.73444801943,11.10597837169137,-2.575428415170042
13,50118.72336272725,11.377222924402592,-3.0560829585066247
14,39810.71705534977,11.703876887525299,-3.5934806891759963
15,31622.776601683792,12.084784084944749,-4.1987628411077065
16,25118.864315095823,12.52238077805173,-4.892302594814165
17,19952.62314968883,13.029188539146324,-5.702374407631755
18,15848.93192461114,13.633428118510714,-6.659694525313386
19,12589.254117941688,14.381389734298994,-7.788748091447726
20,10000.0,15.335137189607053,-9.097982126709331
21,7943.282347242822,16.565414740372066,-10.57131715768528
22,6309.573444801943,18.140775776199348,-12.163144342947405
23,5011.872336272725,20.114773422389906,-13.798292191427503
24,3981.071705534978,22.513503383957023,-15.377550057749936
25,3162.2776601683795,25.32585725139254,-16.78837071397087
26,2511.886431509582,28.49857317590331,-17.919464717305253
27,1995.262314968883,31.937610808018174,-18.677192347237373
28,1584.893192461114,35.5164918348612,-19.00099642851827
29,1258.925411794169,39.0909752423483,-18.874785603977287
30,1000.0,42.51789928716011,-18.33149486998223
31,794.3282347242822,45.67464780313035,-17.449255188841956
32,630.9573444801943,48.475093153299404,-16.339574714398264
33,501.18723362727246,50.87848494753704,-15.130099600015676
34,398.1071705534977,52.88956921480941,-13.946065136219442
35,316.227766016838,54.55065089414004,-12.894809279109738
36,251.18864315095823,55.92844499482988,-12.05656859088104
37,199.52623149688787,57.09961583518365,-11.482699929680773
38,158.48931924611142,58.13860912503184,-11.200323598703136
39,125.89254117941688,59.11006516598231,-11.220935590511118
40,100.0,60.06643411050828,-11.550125989184394
41,79.43282347242821,61.050027288682394,-12.196026632791535
42,63.09573444801936,62.09797764437314,-13.175083239435684
43,50.11872336272725,63.248493013738894,-14.51476976872577
44,39.81071705534973,64.54721800068242,-16.25359859091295
45,31.622776601683796,66.05320380646596,-18.439013740058204
46,25.11886431509582,67.84455681112706,-21.123425072036664
47,19.952623149688808,70.0239021679548,-24.357925204560583
48,15.848931924611142,72.7231116676286,-28.18259151171067
49,12.589254117941676,76.10544096461076,-32.61234018955887
50,10.0,80.3619288557536,-37.61853639882435
51,7.943282347242821,85.69857436701338,-43.10889654399785
52,6.309573444801936,92.31221372391829,-48.91083950202655
53,5.011872336272725,100.35625756356599,-54.765038365711916
54,3.981071705534973,109.9016315370449,-60.33527483467887
55,3.1622776601683795,120.90176065882154,-65.23738391107061
56,2.5118864315095824,133.17157930839628,-69.08485912094912
57,1.9952623149688808,146.3884489525857,-71.5433108456966
58,1.584893192461114,160.11791362585612,-72.38242925385418
59,1.2589254117941675,173.86096491527422,-71.51377383886498
60,1.0,187.11397275389962,-69.0057742096015
61,0.7943282347242817,199.42938322713863,-65.07275434120537
62,0.6309573444801934,210.46546275743233,-60.0408397702932
63,0.5011872336272725,220.01644948263922,-54.2985165410871
64,0.3981071705534973,228.01930509456207,-48.242204298282246
65,0.3162277660168379,234.53838942058917,-42.227153772949514
66,0.251188643150958,239.73355444632134,-36.53171125432414
67,0.1995262314968879,243.81962557886655,-31.339380237237524
68,0.1584893192461114,247.02579520552422,-26.739108390304395
69,0.1258925411794167,249.562280529264,-22.740645330570143
70,0.1,251.5991035406422,-19.29925414753427
71,0.0794328234724281,253.2585908642225,-16.34293028553687
72,0.0630957344480193,254.61986247000092,-13.795788899275852
73,0.0501187233627272,255.73098089941985,-11.593309699129653
74,0.0398107170553497,256.62329053649256,-9.688124478153243
75,0.0316227766016837,257.3231340018415,-8.048043692078434
76,0.0251188643150957,257.85828339675675,-6.649979399768125
77,0.0199526231496888,258.25909618331957,-5.473649790129054
78,0.0158489319246111,258.5563699782546,-4.4975919071816515
79,0.0125892541179416,258.77836265123506,-3.698036256558691
80,0.01,258.9486586718491,-3.0497583807269986
