,Freq,Real,Imag
0,0.01,59.20397431908595,0.5913301898954791
1,0.012589254117941675,59.63308628918021,-1.1072508243110681
2,0.015848931924611134,60.030620680045786,-0.906170172319873
3,0.0199526231496888,60.91512948120991,-1.550741833769594
4,0.025118864315095794,59.57600020577652,-1.405673772514294
5,0.03162277660168379,59.45547231178371,-2.348844792559503
6,0.039810717055349734,59.06399770608141,-2.6346303836320355
7,0.05011872336272725,59.39620274366515,-2.6594826667305322
8,0.06309573444801933,58.26297686121615,-4.621723429705392
9,0.07943282347242814,57.182340610204065,-3.581513859549827
10,0.1,57.752058823895254,-5.069805928417975
11,0.12589254117941676,58.006611791015885,-6.633644049125315
12,0.15848931924611143,57.31901930960826,-5.373295347549904
13,0.19952623149688797,55.24212549785919,-7.833032308552009
14,0.25118864315095807,55.06862437972578,-8.897899265981566
15,0.31622776601683794,53.44658235832655,-11.095689651385657
16,0.3981071705534973,51.305951639728576,-11.787993988178314
17,0.5011872336272725,50.52929909029014,-12.978083892761859
18,0.6309573444801934,47.7240479351783,-14.788488678579453
19,0.7943282347242817,44.595011904692306,-16.00704565072449
20,1.0,41.813546562457105,-16.99460980571217
21,1.2589254117941675,39.577668630622256,-18.61686757412172
22,1.584893192461114,35.46994243811414,-19.329923539698072
23,1.9952623149688808,31.14880583837566,-18.316762238620115
24,2.5118864315095824,29.08040230006549,-17.739738018596814
25,3.1622776601683795,25.244917899621157,-16.309053198730425
26,3.981071705534973,22.666471130700348,-15.525162698315091
27,5.011872336272725,19.056888365861283,-14.441199818156221
28,6.309573444801936,17.730236566109962,-12.12741682664917
29,7.943282347242821,16.31169856085344,-10.370489698547445
30,10.0,14.784469611923514,-9.08609103467168
31,12.589254117941675,14.275412688420566,-8.589719229948484
32,15.848931924611142,13.821902382254924,-6.018517791996081
33,19.952623149688808,12.727078076654639,-5.538934791340534
34,25.11886431509582,12.40010137075439,-4.6414530938445315
35,31.622776601683793,11.523737837899121,-3.8503367506491717
36,39.810717055349734,11.872343985570001,-3.069245900136209
37,50.11872336272725,11.733924934078988,-4.0166227853201235
38,63.095734448019364,11.116439603786016,-2.066187765816724
39,79.43282347242821,10.287521550827597,-2.4077132501452736
40,100.0,10.391146067664273,-2.892468927165887
41,125.89254117941688,10.575007265851351,-1.271760520121277
42,158.48931924611142,10.72594106617072,-1.551536474207438
43,199.52623149688787,10.195100815984542,-0.39992930869723853
44,251.18864315095823,10.65659467647832,-0.39518275457487306
45,316.22776601683796,9.449648682231842,-1.5405290231951883
46,398.1071705534977,10.506057355542413,0.2761730235323735
47,501.18723362727246,10.337092200116974,-0.838195979701192
48,630.9573444801943,10.284609068016564,-0.2107538942514306
49,794.3282347242822,9.909637859184272,-0.710499413210258
50,1000.0,9.083122473668709,-0.8158397374261508
51,1258.9254117941687,10.714011080857174,-1.0650323534409925
52,1584.893192461114,10.645105862094463,0.23623384717138612
53,1995.262314968883,10.110200150662617,-0.6884284342790784
54,2511.886431509582,10.533271573428538,0.06356954290335069
55,3162.2776601683795,10.177596697002052,0.3219311946378197
56,3981.0717055349774,9.269786142418939,-0.6298842815057978
57,5011.872336272725,9.770882873111395,0.6220405788705483
58,6309.573444801943,10.171159278565842,0.6204838332680497
59,7943.282347242822,9.52163128337761,-0.3961959432022327
60,10000.0,11.682413994889703,-0.12535679518697201
61,12589.254117941688,9.78742494027562,-0.13137719895062278
62,15848.93192461114,10.691962305531707,0.9065162784955902
63,19952.62314968883,10.013751943017866,0.29369515124062884
64,25118.864315095823,10.426515176863393,1.074639077690216
65,31622.776601683792,10.68659672175578,0.3672222119579045
66,39810.71705534977,9.2087671866238,1.8251147969101051
67,50118.72336272725,10.324583485519529,1.8438068792912374
68,63095.73444801943,10.056870620990058,2.572245584468363
69,79432.82347242821,9.82873021700018,2.7638645404232913
70,100000.0,10.187086909624558,3.0650404852908557
71,125892.54117941688,10.07527669895695,4.667447533892768
72,158489.3192461114,9.938920804529198,5.417976536434009
73,199526.2314968883,9.201380147722375,5.819814612844098
74,251188.6431509582,10.386678232929558,8.862183037760442
75,316227.7660168379,9.654067378364351,9.769352281218989
76,398107.17055349774,10.171381544940218,12.1583604549166
77,501187.2336272725,10.219913256738439,14.822792164943694
78,630957.3444801943,9.62241878870043,19.73835645983058
79,794328.2347242822,10.842378103742044,24.723970291009312
80,1000000.0,10.317831664834927,31.16422514427696
